#auto generated file!
180.0;38;78;84
186.0;38;77;85
192.0;37;76;87
198.0;37;77;86
204.0;39;76;85
210.0;38;76;86
216.0;38;77;85
222.0;39;79;82
228.0;39;80;81
234.0;38;82;80
240.0;39;83;78
246.0;40;81;79
252.0;40;82;78
258.0;40;82;78
264.0;41;82;77
270.0;41;83;76
276.0;41;83;76
282.0;41;84;75
288.0;42;82;76
294.0;43;81;76
300.0;44;80;76
306.0;44;82;74
312.0;44;83;73
318.0;44;81;75
324.0;45;81;74
330.0;45;82;73
336.0;46;81;73
342.0;46;79;75
348.0;46;78;76
354.0;49;78;73
360.0;49;76;75
366.0;50;79;71
372.0;49;80;71
378.0;50;79;71
384.0;50;80;70
390.0;49;81;70
396.0;50;78;72
402.0;49;79;72
408.0;50;80;70
414.0;51;80;69
420.0;53;81;66
426.0;52;83;65
432.0;53;83;64
438.0;55;80;65
444.0;56;80;64
450.0;57;79;64
456.0;58;80;62
462.0;58;81;61
468.0;60;80;60
474.0;61;79;60
480.0;61;79;60
486.0;62;81;57
492.0;61;81;58
498.0;61;83;56
504.0;61;81;58
510.0;61;80;59
516.0;63;77;60
522.0;63;78;59
528.0;64;78;58
534.0;65;77;58
540.0;64;73;63
546.0;65;74;61
552.0;65;75;60
558.0;65;77;58
564.0;64;78;58
570.0;64;77;59
576.0;61;78;61
582.0;60;78;62
588.0;59;80;61
594.0;57;81;62
600.0;57;79;64
606.0;55;82;63
612.0;54;81;65
618.0;54;81;65
624.0;53;82;65
630.0;53;80;67
636.0;52;80;68
642.0;52;78;70
648.0;52;78;70
654.0;53;78;69
660.0;54;77;69
666.0;55;76;69
672.0;58;72;70
678.0;59;72;69
684.0;58;73;69
690.0;58;71;71
696.0;58;73;69
702.0;57;73;70
708.0;56;73;71
714.0;58;72;70
720.0;58;74;68
726.0;57;74;69
732.0;58;74;68
738.0;58;73;69
744.0;57;75;68
750.0;58;76;66
756.0;58;75;67
762.0;61;73;66
768.0;61;72;67
774.0;63;69;68
780.0;64;67;69
786.0;64;68;68
792.0;66;67;67
798.0;67;67;66
804.0;68;68;64
810.0;67;67;66
816.0;66;67;67
822.0;68;67;65
828.0;69;70;61
834.0;67;72;61
840.0;67;73;60
846.0;66;74;60
852.0;65;75;60
858.0;64;75;61
864.0;65;76;59
870.0;67;75;58
876.0;67;75;58
882.0;65;76;59
888.0;65;78;57
894.0;65;80;55
900.0;65;80;55
906.0;63;78;59
912.0;62;78;60
918.0;65;77;58
924.0;64;76;60
930.0;65;77;58
936.0;65;79;56
942.0;65;79;56
948.0;63;80;57
954.0;64;80;56
960.0;63;78;59
966.0;62;77;61
972.0;62;76;62
978.0;64;75;61
984.0;62;77;61
990.0;62;78;60
996.0;62;78;60
1002.0;62;77;61
1008.0;62;78;60
1014.0;62;80;58
1020.0;63;82;55
1026.0;64;80;56
1032.0;65;78;57
1038.0;64;79;57
1044.0;64;77;59
1050.0;64;77;59
1056.0;64;77;59
1062.0;63;77;60
1068.0;63;78;59
1074.0;63;77;60
1080.0;66;77;57
1086.0;66;80;54
1092.0;67;79;54
1098.0;65;80;55
1104.0;66;78;56
1110.0;64;77;59
1116.0;65;78;57
1122.0;64;79;57
1128.0;64;80;56
1134.0;64;79;57
1140.0;64;79;57
1146.0;62;79;59
1152.0;64;80;56
1158.0;64;79;57
1164.0;65;79;56
1170.0;66;77;57
1176.0;67;75;58
1182.0;67;77;56
1188.0;69;75;56
1194.0;69;76;55
1200.0;70;76;54
1206.0;71;75;54
1212.0;70;74;56
1218.0;70;76;54
1224.0;70;75;55
1230.0;69;76;55
1236.0;69;76;55
1242.0;69;76;55
1248.0;68;76;56
1254.0;68;76;56
1260.0;69;78;53
1266.0;69;77;54
1272.0;69;77;54
1278.0;71;76;53
1284.0;71;76;53
1290.0;71;80;49
1296.0;72;78;50
1302.0;72;78;50
1308.0;73;77;50
1314.0;73;77;50
1320.0;72;77;51
1326.0;72;77;51
1332.0;71;80;49
1338.0;71;81;48
1344.0;69;84;47
1350.0;67;85;48
1356.0;66;82;52
1362.0;66;82;52
1368.0;67;83;50
1374.0;66;81;53
1380.0;66;81;53
1386.0;65;82;53
1392.0;65;83;52
1398.0;65;84;51
1404.0;65;85;50
1410.0;66;83;51
1416.0;66;83;51
1422.0;67;84;49
1428.0;68;85;47
1434.0;68;86;46
1440.0;67;83;50
1446.0;68;80;52
1452.0;68;82;50
1458.0;67;82;51
1464.0;66;80;54
1470.0;66;78;56
1476.0;66;77;57
1482.0;66;76;58
1488.0;67;77;56
1494.0;65;78;57
1500.0;65;77;58
1506.0;65;76;59
1512.0;66;77;57
1518.0;66;79;55
1524.0;65;79;56
1530.0;65;75;60
1536.0;65;73;62
1542.0;64;73;63
1548.0;65;74;61
1554.0;65;75;60
1560.0;65;74;61
1566.0;66;73;61
1572.0;65;73;62
1578.0;64;74;62
1584.0;65;75;60
1590.0;63;73;64
1596.0;62;74;64
1602.0;63;72;65
1608.0;64;73;63
1614.0;63;73;64
1620.0;64;72;64
1626.0;65;72;63
1632.0;65;71;64
1638.0;67;74;59
1644.0;65;75;60
1650.0;65;75;60
1656.0;65;75;60
1662.0;66;75;59
1668.0;66;74;60
1674.0;67;75;58
1680.0;67;74;59
1686.0;66;74;60
1692.0;66;73;61
1698.0;67;73;60
1704.0;68;74;58
1710.0;67;76;57
1716.0;68;75;57
1722.0;68;75;57
1728.0;69;74;57
1734.0;68;75;57
1740.0;68;74;58
1746.0;68;75;57
1752.0;68;75;57
1758.0;67;76;57
1764.0;67;74;59
1770.0;67;75;58
1776.0;68;78;54
1782.0;69;76;55
1788.0;68;77;55
