#auto generated file!
180.0;186;255;259
186.0;188;251;261
192.0;189;252;259
198.0;189;255;256
204.0;191;254;255
210.0;195;252;253
216.0;195;254;251
222.0;193;254;253
228.0;198;256;246
234.0;202;255;243
240.0;203;259;238
246.0;205;260;235
252.0;204;256;240
258.0;205;254;241
264.0;207;257;236
270.0;206;254;240
276.0;204;253;243
282.0;202;256;242
288.0;203;258;239
294.0;202;259;239
300.0;204;258;238
306.0;204;253;243
312.0;204;254;242
318.0;204;255;241
324.0;204;256;240
330.0;207;254;239
336.0;208;254;238
342.0;208;255;237
348.0;209;256;235
354.0;210;261;229
360.0;209;261;230
366.0;208;262;230
372.0;212;260;228
378.0;214;264;222
384.0;212;271;217
390.0;208;276;216
396.0;209;272;219
402.0;211;269;220
408.0;212;265;223
414.0;213;269;218
420.0;212;274;214
426.0;213;270;217
432.0;215;270;215
438.0;215;266;219
444.0;215;262;223
450.0;218;261;221
456.0;216;260;224
462.0;218;258;224
468.0;216;257;227
474.0;219;262;219
480.0;218;262;220
486.0;218;264;218
492.0;220;260;220
498.0;221;260;219
504.0;221;258;221
510.0;219;257;224
516.0;221;260;219
522.0;220;262;218
528.0;217;268;215
534.0;216;268;216
540.0;217;270;213
546.0;215;270;215
552.0;217;270;213
558.0;216;273;211
564.0;217;276;207
570.0;219;274;207
576.0;219;273;208
582.0;221;272;207
588.0;223;270;207
594.0;220;270;210
600.0;225;271;204
606.0;225;273;202
612.0;224;275;201
618.0;225;269;206
624.0;227;273;200
630.0;224;279;197
636.0;223;282;195
642.0;223;280;197
648.0;219;278;203
654.0;219;277;204
660.0;220;277;203
666.0;223;278;199
672.0;225;272;203
678.0;223;268;209
684.0;222;270;208
690.0;225;275;200
696.0;227;269;204
702.0;232;265;203
708.0;234;263;203
714.0;233;263;204
720.0;235;268;197
726.0;235;264;201
732.0;236;261;203
738.0;234;263;203
744.0;237;260;203
750.0;237;258;205
756.0;237;261;202
762.0;235;263;202
768.0;239;262;199
774.0;240;259;201
780.0;240;258;202
786.0;241;258;201
792.0;243;254;203
798.0;247;251;202
804.0;249;249;202
810.0;247;247;206
816.0;247;247;206
822.0;248;247;205
828.0;245;247;208
834.0;250;246;204
840.0;252;245;203
846.0;251;253;196
852.0;252;251;197
858.0;250;251;199
864.0;255;245;200
870.0;254;241;205
876.0;251;242;207
882.0;248;245;207
888.0;246;247;207
894.0;245;249;206
900.0;245;249;206
906.0;247;246;207
912.0;251;244;205
918.0;252;243;205
924.0;253;240;207
930.0;255;243;202
936.0;249;242;209
942.0;247;247;206
948.0;247;247;206
954.0;248;246;206
960.0;248;246;206
966.0;245;249;206
972.0;242;251;207
978.0;242;253;205
984.0;239;255;206
990.0;237;255;208
996.0;235;255;210
1002.0;233;257;210
1008.0;235;253;212
1014.0;236;255;209
1020.0;237;258;205
1026.0;239;260;201
1032.0;238;260;202
1038.0;238;260;202
1044.0;237;262;201
1050.0;241;262;197
1056.0;236;265;199
1062.0;239;266;195
1068.0;239;265;196
1074.0;238;265;197
1080.0;236;271;193
1086.0;238;271;191
1092.0;237;267;196
1098.0;236;265;199
1104.0;239;263;198
1110.0;236;265;199
1116.0;236;267;197
1122.0;236;267;197
1128.0;237;267;196
1134.0;236;268;196
1140.0;234;271;195
1146.0;228;274;198
1152.0;227;278;195
1158.0;228;278;194
1164.0;230;277;193
1170.0;230;279;191
1176.0;227;279;194
1182.0;228;279;193
1188.0;229;285;186
1194.0;228;284;188
1200.0;226;286;188
1206.0;228;286;186
1212.0;228;284;188
1218.0;230;282;188
1224.0;230;285;185
1230.0;231;289;180
1236.0;226;289;185
1242.0;227;286;187
1248.0;228;283;189
1254.0;226;276;198
1260.0;224;276;200
1266.0;225;272;203
1272.0;229;273;198
1278.0;227;274;199
1284.0;228;273;199
1290.0;227;278;195
1296.0;225;277;198
1302.0;225;272;203
1308.0;226;273;201
1314.0;226;270;204
1320.0;228;273;199
1326.0;231;278;191
1332.0;232;274;194
1338.0;233;274;193
1344.0;232;272;196
1350.0;229;276;195
1356.0;232;272;196
1362.0;231;270;199
1368.0;230;273;197
1374.0;231;272;197
1380.0;231;273;196
1386.0;231;269;200
1392.0;229;268;203
1398.0;227;269;204
1404.0;228;268;204
1410.0;227;266;207
1416.0;226;268;206
1422.0;225;268;207
1428.0;223;268;209
1434.0;226;266;208
1440.0;227;268;205
1446.0;227;267;206
1452.0;226;267;207
1458.0;223;268;209
1464.0;221;269;210
1470.0;221;269;210
1476.0;222;265;213
1482.0;222;260;218
1488.0;223;256;221
1494.0;223;256;221
1500.0;223;260;217
1506.0;228;256;216
1512.0;229;256;215
1518.0;230;259;211
1524.0;228;258;214
1530.0;232;257;211
1536.0;233;257;210
1542.0;233;251;216
1548.0;234;251;215
1554.0;234;253;213
1560.0;237;246;217
1566.0;241;241;218
1572.0;245;242;213
