#auto generated file!
180.0;105;186;209
186.0;106;184;210
192.0;107;185;208
198.0;108;184;208
204.0;109;181;210
210.0;110;180;210
216.0;108;182;210
222.0;111;184;205
228.0;113;184;203
234.0;114;188;198
240.0;116;188;196
246.0;117;190;193
252.0;120;192;188
258.0;122;192;186
264.0;121;191;188
270.0;123;193;184
276.0;125;191;184
282.0;126;191;183
288.0;127;192;181
294.0;130;195;175
300.0;131;192;177
306.0;130;192;178
312.0;132;191;177
318.0;130;192;178
324.0;130;191;179
330.0;130;192;178
336.0;133;191;176
342.0;133;190;177
348.0;133;193;174
354.0;135;196;169
360.0;134;195;171
366.0;134;194;172
372.0;133;193;174
378.0;131;193;176
384.0;134;195;171
390.0;136;193;171
396.0;135;194;171
402.0;137;193;170
408.0;141;192;167
414.0;142;191;167
420.0;143;190;167
426.0;148;188;164
432.0;152;187;161
438.0;152;183;165
444.0;155;181;164
450.0;153;184;163
456.0;153;183;164
462.0;153;186;161
468.0;153;185;162
474.0;153;187;160
480.0;153;187;160
486.0;155;189;156
492.0;156;192;152
498.0;156;188;156
504.0;158;188;154
510.0;159;186;155
516.0;158;186;156
522.0;156;188;156
528.0;157;186;157
534.0;158;186;156
540.0;158;185;157
546.0;162;182;156
552.0;164;182;154
558.0;164;183;153
564.0;163;185;152
570.0;160;183;157
576.0;156;183;161
582.0;156;183;161
588.0;157;186;157
594.0;156;189;155
600.0;157;192;151
606.0;155;191;154
612.0;155;191;154
618.0;155;187;158
624.0;155;187;158
630.0;157;186;157
636.0;158;184;158
642.0;155;184;161
648.0;156;187;157
654.0;154;190;156
660.0;153;191;156
666.0;154;192;154
672.0;153;189;158
678.0;151;192;157
684.0;150;194;156
690.0;152;194;154
696.0;154;189;157
702.0;150;188;162
708.0;147;186;167
714.0;147;188;165
720.0;149;187;164
726.0;151;187;162
732.0;154;183;163
738.0;155;181;164
744.0;156;179;165
750.0;157;180;163
756.0;159;177;164
762.0;156;177;167
768.0;155;182;163
774.0;157;183;160
780.0;155;182;163
786.0;154;178;168
792.0;154;176;170
798.0;153;172;175
804.0;152;173;175
810.0;152;171;177
816.0;153;169;178
822.0;149;171;180
828.0;150;174;176
834.0;150;174;176
840.0;152;174;174
846.0;156;175;169
852.0;156;176;168
858.0;154;177;169
864.0;157;176;167
870.0;160;181;159
876.0;161;181;158
882.0;160;182;158
888.0;159;183;158
894.0;159;181;160
900.0;159;180;161
906.0;159;184;157
912.0;160;183;157
918.0;159;184;157
924.0;157;186;157
930.0;161;185;154
936.0;161;184;155
942.0;159;191;150
948.0;160;190;150
954.0;163;188;149
960.0;163;189;148
966.0;163;192;145
972.0;163;190;147
978.0;163;193;144
984.0;164;188;148
990.0;163;188;149
996.0;161;184;155
1002.0;161;186;153
1008.0;163;188;149
1014.0;163;192;145
1020.0;162;192;146
